episode: 0, score: 10, average score: 10.0, best score: -inf, epsilon: 0.98, steps: 1756
episode: 317, score: -50, average score: 7.9, best score: 60.00, epsilon: 0.10, steps: 605543
episode: 318, score: 160, average score: 9.5, best score: 60.00, epsilon: 0.10, steps: 608471
episode: 319, score: 0, average score: 10.6, best score: 60.00, epsilon: 0.10, steps: 610588
episode: 320, score: -20, average score: 9.7, best score: 60.00, epsilon: 0.10, steps: 612350
episode: 321, score: 0, average score: 10.5, best score: 60.00, epsilon: 0.10, steps: 614787
episode: 322, score: -60, average score: 9.8, best score: 60.00, epsilon: 0.10, steps: 616318
episode: 323, score: -50, average score: 9.7, best score: 60.00, epsilon: 0.10, steps: 617824
episode: 324, score: 90, average score: 9.1, best score: 60.00, epsilon: 0.10, steps: 620933
episode: 325, score: -70, average score: 8.2, best score: 60.00, epsilon: 0.10, steps: 622914
episode: 326, score: 20, average score: 7.9, best score: 60.00, epsilon: 0.10, steps: 625314
episode: 327, score: -60, average score: 7.3, best score: 60.00, epsilon: 0.10, steps: 627006
episode: 328, score: -70, average score: 5.0, best score: 60.00, epsilon: 0.10, steps: 628461
episode: 329, score: 10, average score: 4.8, best score: 60.00, epsilon: 0.10, steps: 630633
episode: 330, score: 80, average score: 4.6, best score: 60.00, epsilon: 0.10, steps: 632782
episode: 331, score: 0, average score: 3.5, best score: 60.00, epsilon: 0.10, steps: 634239
episode: 332, score: -60, average score: 2.9, best score: 60.00, epsilon: 0.10, steps: 635627
episode: 333, score: 30, average score: 2.9, best score: 60.00, epsilon: 0.10, steps: 637827
episode: 334, score: -40, average score: 3.5, best score: 60.00, epsilon: 0.10, steps: 639919
episode: 335, score: 30, average score: 2.9, best score: 60.00, epsilon: 0.10, steps: 641634
episode: 336, score: -30, average score: 3.2, best score: 60.00, epsilon: 0.10, steps: 644111
episode: 337, score: -30, average score: 2.2, best score: 60.00, epsilon: 0.10, steps: 645996
episode: 338, score: -30, average score: -0.2, best score: 60.00, epsilon: 0.10, steps: 647810
episode: 339, score: 20, average score: -0.6, best score: 60.00, epsilon: 0.10, steps: 649510
episode: 340, score: 40, average score: 0.8, best score: 60.00, epsilon: 0.10, steps: 651607
episode: 341, score: -20, average score: -0.7, best score: 60.00, epsilon: 0.10, steps: 653616
episode: 342, score: 10, average score: -0.3, best score: 60.00, epsilon: 0.10, steps: 656609
episode: 343, score: 50, average score: -0.1, best score: 60.00, epsilon: 0.10, steps: 659091
episode: 344, score: -90, average score: -0.3, best score: 60.00, epsilon: 0.10, steps: 660668
episode: 345, score: 100, average score: 0.9, best score: 60.00, epsilon: 0.10, steps: 662557
episode: 346, score: -40, average score: 1.3, best score: 60.00, epsilon: 0.10, steps: 663796
episode: 347, score: 50, average score: 2.1, best score: 60.00, epsilon: 0.10, steps: 665932
episode: 348, score: -120, average score: 1.4, best score: 60.00, epsilon: 0.10, steps: 667112
episode: 349, score: 80, average score: 0.2, best score: 60.00, epsilon: 0.10, steps: 669228
episode: 350, score: -60, average score: -0.8, best score: 60.00, epsilon: 0.10, steps: 670947
episode: 351, score: -60, average score: -1.9, best score: 60.00, epsilon: 0.10, steps: 672491
episode: 352, score: 30, average score: -1.1, best score: 60.00, epsilon: 0.10, steps: 675076
episode: 353, score: -20, average score: -1.4, best score: 60.00, epsilon: 0.10, steps: 676944
episode: 354, score: -20, average score: -0.6, best score: 60.00, epsilon: 0.10, steps: 678499
episode: 355, score: 90, average score: 1.1, best score: 60.00, epsilon: 0.10, steps: 681046
episode: 356, score: 110, average score: 2.6, best score: 60.00, epsilon: 0.10, steps: 683994
episode: 357, score: 150, average score: 3.2, best score: 60.00, epsilon: 0.10, steps: 686556
episode: 358, score: 110, average score: 4.8, best score: 60.00, epsilon: 0.10, steps: 688669
episode: 359, score: 30, average score: 5.4, best score: 60.00, epsilon: 0.10, steps: 690835
episode: 360, score: -90, average score: 4.1, best score: 60.00, epsilon: 0.10, steps: 692074
episode: 361, score: 0, average score: 3.0, best score: 60.00, epsilon: 0.10, steps: 693414
episode: 362, score: -30, average score: 2.3, best score: 60.00, epsilon: 0.10, steps: 696109
episode: 363, score: -80, average score: 1.6, best score: 60.00, epsilon: 0.10, steps: 697387
episode: 364, score: -90, average score: 1.1, best score: 60.00, epsilon: 0.10, steps: 698774
episode: 365, score: -10, average score: 1.0, best score: 60.00, epsilon: 0.10, steps: 701302
episode: 366, score: -30, average score: 0.2, best score: 60.00, epsilon: 0.10, steps: 702770
episode: 367, score: 20, average score: 0.2, best score: 60.00, epsilon: 0.10, steps: 704628
episode: 368, score: 90, average score: 2.1, best score: 60.00, epsilon: 0.10, steps: 707319
episode: 369, score: 10, average score: 2.4, best score: 60.00, epsilon: 0.10, steps: 709172
episode: 370, score: -110, average score: 1.1, best score: 60.00, epsilon: 0.10, steps: 710604
episode: 371, score: -90, average score: 0.1, best score: 60.00, epsilon: 0.10, steps: 712271
episode: 372, score: -10, average score: 0.4, best score: 60.00, epsilon: 0.10, steps: 714372
episode: 373, score: 40, average score: 1.5, best score: 60.00, epsilon: 0.10, steps: 716149
episode: 374, score: 100, average score: 1.5, best score: 60.00, epsilon: 0.10, steps: 718153
episode: 375, score: -30, average score: 1.8, best score: 60.00, epsilon: 0.10, steps: 719502
episode: 376, score: 70, average score: 2.0, best score: 60.00, epsilon: 0.10, steps: 722015
episode: 377, score: 30, average score: 3.4, best score: 60.00, epsilon: 0.10, steps: 724530
episode: 378, score: -20, average score: 4.5, best score: 60.00, epsilon: 0.10, steps: 726383
episode: 379, score: -10, average score: 5.6, best score: 60.00, epsilon: 0.10, steps: 728458
episode: 380, score: -20, average score: 5.8, best score: 60.00, epsilon: 0.10, steps: 730016
episode: 381, score: -30, average score: 5.7, best score: 60.00, epsilon: 0.10, steps: 732281
episode: 382, score: 70, average score: 7.2, best score: 60.00, epsilon: 0.10, steps: 734711
episode: 383, score: -90, average score: 5.3, best score: 60.00, epsilon: 0.10, steps: 736990
episode: 384, score: 20, average score: 6.4, best score: 60.00, epsilon: 0.10, steps: 738760
episode: 385, score: -110, average score: 4.8, best score: 60.00, epsilon: 0.10, steps: 740380
episode: 386, score: 80, average score: 6.7, best score: 60.00, epsilon: 0.10, steps: 742814
episode: 387, score: 0, average score: 7.2, best score: 60.00, epsilon: 0.10, steps: 744092
episode: 388, score: 70, average score: 7.9, best score: 60.00, epsilon: 0.10, steps: 746736
episode: 389, score: 10, average score: 8.9, best score: 60.00, epsilon: 0.10, steps: 748915
episode: 390, score: 110, average score: 10.7, best score: 60.00, epsilon: 0.10, steps: 751891
episode: 391, score: 90, average score: 10.7, best score: 60.00, epsilon: 0.10, steps: 754005
episode: 392, score: -40, average score: 9.8, best score: 60.00, epsilon: 0.10, steps: 756077
episode: 393, score: 20, average score: 10.3, best score: 60.00, epsilon: 0.10, steps: 757842
episode: 394, score: 110, average score: 12.1, best score: 60.00, epsilon: 0.10, steps: 760246
episode: 395, score: -100, average score: 9.3, best score: 60.00, epsilon: 0.10, steps: 761823
episode: 396, score: 10, average score: 10.4, best score: 60.00, epsilon: 0.10, steps: 763114
episode: 397, score: -90, average score: 9.3, best score: 60.00, epsilon: 0.10, steps: 764089
episode: 398, score: 10, average score: 9.8, best score: 60.00, epsilon: 0.10, steps: 766124
episode: 399, score: -30, average score: 9.0, best score: 60.00, epsilon: 0.10, steps: 767821
episode: 400, score: 20, average score: 9.3, best score: 60.00, epsilon: 0.10, steps: 769963
episode: 401, score: 10, average score: 9.0, best score: 60.00, epsilon: 0.10, steps: 771626
episode: 402, score: 50, average score: 10.5, best score: 60.00, epsilon: 0.10, steps: 773902
episode: 403, score: -120, average score: 8.1, best score: 60.00, epsilon: 0.10, steps: 775595
episode: 404, score: -20, average score: 6.1, best score: 60.00, epsilon: 0.10, steps: 778127
episode: 405, score: -40, average score: 5.5, best score: 60.00, epsilon: 0.10, steps: 780187
episode: 406, score: -70, average score: 4.2, best score: 60.00, epsilon: 0.10, steps: 781973
episode: 407, score: -20, average score: 2.6, best score: 60.00, epsilon: 0.10, steps: 784610
episode: 408, score: 0, average score: 1.7, best score: 60.00, epsilon: 0.10, steps: 786290
episode: 409, score: -150, average score: 1.0, best score: 60.00, epsilon: 0.10, steps: 788356
episode: 410, score: -80, average score: -0.3, best score: 60.00, epsilon: 0.10, steps: 789946
episode: 411, score: -50, average score: -1.4, best score: 60.00, epsilon: 0.10, steps: 790946
episode: 412, score: -40, average score: -3.2, best score: 60.00, epsilon: 0.10, steps: 792897
episode: 413, score: -80, average score: -4.7, best score: 60.00, epsilon: 0.10, steps: 794992
episode: 414, score: -50, average score: -5.1, best score: 60.00, epsilon: 0.10, steps: 796368
episode: 415, score: 10, average score: -5.3, best score: 60.00, epsilon: 0.10, steps: 798496
episode: 416, score: 0, average score: -4.9, best score: 60.00, epsilon: 0.10, steps: 800446
episode: 417, score: -10, average score: -4.5, best score: 60.00, epsilon: 0.10, steps: 802247
episode: 418, score: 100, average score: -5.1, best score: 60.00, epsilon: 0.10, steps: 804399
episode: 419, score: -80, average score: -5.9, best score: 60.00, epsilon: 0.10, steps: 806507
episode: 420, score: -70, average score: -6.4, best score: 60.00, epsilon: 0.10, steps: 808425
episode: 421, score: -10, average score: -6.5, best score: 60.00, epsilon: 0.10, steps: 810076
episode: 422, score: -50, average score: -6.4, best score: 60.00, epsilon: 0.10, steps: 811875
episode: 423, score: -10, average score: -6.0, best score: 60.00, epsilon: 0.10, steps: 814176
episode: 424, score: 20, average score: -6.7, best score: 60.00, epsilon: 0.10, steps: 816257
episode: 425, score: -60, average score: -6.6, best score: 60.00, epsilon: 0.10, steps: 817580
episode: 426, score: -70, average score: -7.5, best score: 60.00, epsilon: 0.10, steps: 819777
episode: 427, score: 60, average score: -6.3, best score: 60.00, epsilon: 0.10, steps: 822061
episode: 428, score: 90, average score: -4.7, best score: 60.00, epsilon: 0.10, steps: 824893
episode: 429, score: 0, average score: -4.8, best score: 60.00, epsilon: 0.10, steps: 826543
episode: 430, score: 10, average score: -5.5, best score: 60.00, epsilon: 0.10, steps: 828714
episode: 431, score: -90, average score: -6.4, best score: 60.00, epsilon: 0.10, steps: 830568
episode: 432, score: -50, average score: -6.3, best score: 60.00, epsilon: 0.10, steps: 832051
episode: 433, score: 80, average score: -5.8, best score: 60.00, epsilon: 0.10, steps: 834373
episode: 434, score: 10, average score: -5.3, best score: 60.00, epsilon: 0.10, steps: 836200
episode: 435, score: -90, average score: -6.5, best score: 60.00, epsilon: 0.10, steps: 837598
episode: 436, score: 50, average score: -5.7, best score: 60.00, epsilon: 0.10, steps: 840521
episode: 437, score: -60, average score: -6.0, best score: 60.00, epsilon: 0.10, steps: 842641
episode: 438, score: 60, average score: -5.1, best score: 60.00, epsilon: 0.10, steps: 845108
episode: 439, score: -130, average score: -6.6, best score: 60.00, epsilon: 0.10, steps: 846584
episode: 440, score: 20, average score: -6.8, best score: 60.00, epsilon: 0.10, steps: 848835
episode: 441, score: 20, average score: -6.4, best score: 60.00, epsilon: 0.10, steps: 851317
episode: 442, score: -30, average score: -6.8, best score: 60.00, epsilon: 0.10, steps: 852655
episode: 443, score: -60, average score: -7.9, best score: 60.00, epsilon: 0.10, steps: 854492
episode: 444, score: 50, average score: -6.5, best score: 60.00, epsilon: 0.10, steps: 856897
episode: 445, score: 50, average score: -7.0, best score: 60.00, epsilon: 0.10, steps: 859443
episode: 446, score: -130, average score: -7.9, best score: 60.00, epsilon: 0.10, steps: 860682
episode: 447, score: 30, average score: -8.1, best score: 60.00, epsilon: 0.10, steps: 862639
episode: 448, score: 10, average score: -6.8, best score: 60.00, epsilon: 0.10, steps: 864618
episode: 449, score: 70, average score: -6.9, best score: 60.00, epsilon: 0.10, steps: 866497
episode: 450, score: -40, average score: -6.7, best score: 60.00, epsilon: 0.10, steps: 868646
episode: 451, score: -40, average score: -6.5, best score: 60.00, epsilon: 0.10, steps: 870210
episode: 452, score: 10, average score: -6.7, best score: 60.00, epsilon: 0.10, steps: 873607
episode: 453, score: 0, average score: -6.5, best score: 60.00, epsilon: 0.10, steps: 875972
episode: 454, score: -40, average score: -6.7, best score: 60.00, epsilon: 0.10, steps: 877859
episode: 455, score: -20, average score: -7.8, best score: 60.00, epsilon: 0.10, steps: 879846
episode: 456, score: -100, average score: -9.9, best score: 60.00, epsilon: 0.10, steps: 881571
episode: 457, score: 50, average score: -10.9, best score: 60.00, epsilon: 0.10, steps: 883887
episode: 458, score: 0, average score: -12.0, best score: 60.00, epsilon: 0.10, steps: 885486
episode: 459, score: -130, average score: -13.6, best score: 60.00, epsilon: 0.10, steps: 886909
episode: 460, score: -30, average score: -13.0, best score: 60.00, epsilon: 0.10, steps: 888349
episode: 461, score: 20, average score: -12.8, best score: 60.00, epsilon: 0.10, steps: 890192
episode: 462, score: -10, average score: -12.6, best score: 60.00, epsilon: 0.10, steps: 892413
episode: 463, score: 10, average score: -11.7, best score: 60.00, epsilon: 0.10, steps: 894782
episode: 464, score: -30, average score: -11.1, best score: 60.00, epsilon: 0.10, steps: 897042
episode: 465, score: 40, average score: -10.6, best score: 60.00, epsilon: 0.10, steps: 899268
episode: 466, score: -60, average score: -10.9, best score: 60.00, epsilon: 0.10, steps: 900554
episode: 467, score: -120, average score: -12.3, best score: 60.00, epsilon: 0.10, steps: 901961
episode: 468, score: -30, average score: -13.5, best score: 60.00, epsilon: 0.10, steps: 904066
episode: 469, score: -70, average score: -14.3, best score: 60.00, epsilon: 0.10, steps: 906074
episode: 470, score: -10, average score: -13.3, best score: 60.00, epsilon: 0.10, steps: 908307
episode: 471, score: 0, average score: -12.4, best score: 60.00, epsilon: 0.10, steps: 910018
episode: 472, score: 70, average score: -11.6, best score: 60.00, epsilon: 0.10, steps: 912719
episode: 473, score: -10, average score: -12.1, best score: 60.00, epsilon: 0.10, steps: 915075
episode: 474, score: -10, average score: -13.2, best score: 60.00, epsilon: 0.10, steps: 916803
episode: 475, score: 30, average score: -12.6, best score: 60.00, epsilon: 0.10, steps: 919392
episode: 476, score: -50, average score: -13.8, best score: 60.00, epsilon: 0.10, steps: 920994
episode: 477, score: 0, average score: -14.1, best score: 60.00, epsilon: 0.10, steps: 922626
episode: 478, score: -80, average score: -14.7, best score: 60.00, epsilon: 0.10, steps: 924798
